0,mf,tp,AMC,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date, Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
118304,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),Rs. 5000.00 and in multiples,09-Jan-2002,11-Jan-2002,INF760K01FT8
118306,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),Rs. 5000.00 and in multiples,09-Jan-2002,11-Jan-2002,INF760K01FV4INF760K01FW2
118308,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment),Rs. 5000.00 and in multiples,09-Jan-2002,11-Jan-2002,INF760K01FY8INF760K01FX0
109349,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),Rs. 5000.00 and in multiples,09-Jan-2002,11-Jan-2002,INF760K01CU3
109353,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION,Rs. 5000.00 and in multiples,09-Jan-2002,11-Jan-2002,INF760K01CW9
109351,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Rs. 5000.00 and in multiples,09-Jan-2002,11-Jan-2002,INF760K01CX7INF760K01CY5
109350,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),Rs. 5000.00 and in multiples,09-Jan-2002,11-Jan-2002,INF760K01BZ4INF760K01CZ2
139235,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option,Rs. 5000.00 and in multiples,09-Jan-2002,11-Jan-2002,INF760K01IC8
118315,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Ultra Short Term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),Rs. 5000.00 and in multiples,29-Aug-2003,29-Aug-2003,INF760K01GL3
118317,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Ultra Short Term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,Rs. 5000.00 and in multiples,29-Aug-2003,29-Aug-2003,INF760K01GM1
118319,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Ultra Short Term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),Rs. 5000.00 and in multiples,29-Aug-2003,29-Aug-2003,INF760K01GN9
118318,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Ultra Short Term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),Rs. 5000.00 and in multiples,29-Aug-2003,29-Aug-2003,INF760K01GP4INF760K01GO7
118316,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Ultra Short Term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment),Rs. 5000.00 and in multiples,29-Aug-2003,29-Aug-2003,INF760K01GQ2INF760K01GR0
109372,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Ultra Short Term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),Rs. 5000.00 and in multiples,29-Aug-2003,29-Aug-2003,INF760K01DA3
109371,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Ultra Short Term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - GROWTH OPTION,Rs. 5000.00 and in multiples,29-Aug-2003,29-Aug-2003,INF760K01DC9
109370,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Ultra Short Term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Rs. 5000.00 and in multiples,29-Aug-2003,29-Aug-2003,INF760K01CA5INF760K01DD7
109366,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Ultra Short Term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),Rs. 5000.00 and in multiples,29-Aug-2003,29-Aug-2003,INF760K01DE5INF760K01DF2
140530,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Ultra Short Term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND- REGULAR PLAN - IDCW (Payout),Rs. 5000.00 and in multiples,29-Aug-2003,29-Aug-2003,INF760K01IL9
118293,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Savings Fund,Open Ended,Debt Scheme - Low Duration Fund,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),RS.5000/-,08-Feb-2005,22-Feb-2005,INF760K01EM6
118291,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Savings Fund,Open Ended,Debt Scheme - Low Duration Fund,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,RS.5000/-,08-Feb-2005,22-Feb-2005,INF760K01ET1
118292,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Savings Fund,Open Ended,Debt Scheme - Low Duration Fund,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),RS.5000/-,08-Feb-2005,22-Feb-2005,INF760K01EP9INF760K01EQ7
118295,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Savings Fund,Open Ended,Debt Scheme - Low Duration Fund,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),RS.5000/-,08-Feb-2005,22-Feb-2005,INF760K01EN4INF760K01EO2
118294,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Savings Fund,Open Ended,Debt Scheme - Low Duration Fund,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment),RS.5000/-,08-Feb-2005,22-Feb-2005,INF760K01ER5INF760K01ES3
104559,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Savings Fund,Open Ended,Debt Scheme - Low Duration Fund,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),RS.5000/-,08-Feb-2005,22-Feb-2005,INF760K01803
102913,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Savings Fund,Open Ended,Debt Scheme - Low Duration Fund,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION,RS.5000/-,08-Feb-2005,22-Feb-2005,INF760K01795
102914,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Savings Fund,Open Ended,Debt Scheme - Low Duration Fund,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),RS.5000/-,08-Feb-2005,22-Feb-2005,INF760K01779INF760K01787
113144,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Savings Fund,Open Ended,Debt Scheme - Low Duration Fund,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),RS.5000/-,08-Feb-2005,22-Feb-2005,INF760K01AM4INF760K01AN2
102915,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Savings Fund,Open Ended,Debt Scheme - Low Duration Fund,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),RS.5000/-,08-Feb-2005,22-Feb-2005,INF760K01CB3INF760K01811
118320,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Short Duration Fund,Open Ended,Debt Scheme - Short Duration Fund,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,Rs. 5000.00 and multiples of Re.1.00 thereafter,01-Apr-2011,15-Apr-2011,INF760K01DX5
118321,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Short Duration Fund,Open Ended,Debt Scheme - Short Duration Fund,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),Rs. 5000.00 and multiples of Re.1.00 thereafter,01-Apr-2011,15-Apr-2011,INF760K01DV9INF760K01DW7
118322,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Short Duration Fund,Open Ended,Debt Scheme - Short Duration Fund,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),Rs. 5000.00 and multiples of Re.1.00 thereafter,01-Apr-2011,15-Apr-2011,INF760K01DY3INF760K01DZ0
115077,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Short Duration Fund,Open Ended,Debt Scheme - Short Duration Fund,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - GROWTH OPTION,Rs. 5000.00 and multiples of Re.1.00 thereafter,01-Apr-2011,15-Apr-2011,INF760K01BM2
115078,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Short Duration Fund,Open Ended,Debt Scheme - Short Duration Fund,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Rs. 5000.00 and multiples of Re.1.00 thereafter,01-Apr-2011,15-Apr-2011,INF760K01BO8INF760K01BN0
115079,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Short Duration Fund,Open Ended,Debt Scheme - Short Duration Fund,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),Rs. 5000.00 and multiples of Re.1.00 thereafter,01-Apr-2011,15-Apr-2011,INF760K01BQ3INF760K01BP5
118282,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,Rs.5000/,20-Aug-2002,07-Sep-2002,INF760K01FI1
118281,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,CANARA ROBECO INCOME FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),Rs.5000/,20-Aug-2002,07-Sep-2002,INF760K01FG5INF760K01FH3
101588,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,CANARA ROBECO INCOME FUND - REGULAR PLAN - GROWTH OPTION,Rs.5000/,20-Aug-2002,07-Sep-2002,INF760K01324
101587,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,CANARA ROBECO INCOME FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),Rs.5000/,20-Aug-2002,07-Sep-2002,INF760K01340INF760K01357
118284,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,Regular Plan-Rs.5000,04-May-2009,20-May-2009,INF760K01EC7
118283,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),Regular Plan-Rs.5000,04-May-2009,20-May-2009,INF760K01EA1INF760K01EB9
111962,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - GROWTH OPTION,Regular Plan-Rs.5000,04-May-2009,20-May-2009,INF760K01449
111963,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),Regular Plan-Rs.5000,04-May-2009,20-May-2009,INF760K01423INF760K01431
118272,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Equity Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,CANARA ROBECO EQUITY HYBRID FUND - DIRECT PLAN - GROWTH OPTION,Rs.5000/-,01-Dec-1992,01-Jan-1993,INF760K01EZ8
118271,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Equity Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,CANARA ROBECO EQUITY HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),Rs.5000/-,01-Dec-1992,01-Jan-1993,INF760K01EX3INF760K01EY1
106166,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Equity Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,CANARA ROBECO EQUITY HYBRID FUND - REGULAR PLAN - GROWTH OPTION,Rs.5000/-,01-Dec-1992,01-Jan-1993,INF760K01050
106167,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Equity Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,CANARA ROBECO EQUITY HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Rs.5000/-,01-Dec-1992,01-Jan-1993,INF760K01068INF760K01076
118275,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,Rs.5000/-,29-Aug-2003,12-Sep-2003,INF760K01EF0
118276,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),Rs.5000/-,29-Aug-2003,12-Sep-2003,INF760K01ED5INF760K01EE3
101922,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - GROWTH OPTION,Rs.5000/-,29-Aug-2003,12-Sep-2003,INF760K01019
101923,32,1,Canara Robeco Asset Management Company Limited,Canara Robeco Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),Rs.5000/-,29-Aug-2003,12-Sep-2003,INF760K01027INF760K01035
146302,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Capital Protection Oriented Fund - Series 10,Close Ended,Income,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - GROWTH OPTION,5000,15-Feb-2019,01-Mar-2019,INF760K01JI3
146304,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Capital Protection Oriented Fund - Series 10,Close Ended,Income,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - IDCW (Payout/Reinvestment),5000,15-Feb-2019,01-Mar-2019,INF760K01JJ1
146303,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Capital Protection Oriented Fund - Series 10,Close Ended,Income,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - GROWTH OPTION,5000,15-Feb-2019,01-Mar-2019,INF760K01JK9
146305,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Capital Protection Oriented Fund - Series 10,Close Ended,Income,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - IDCW (Payout/Reinvestment),5000,15-Feb-2019,01-Mar-2019,INF760K01JL7
142374,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Capital Protection Oriented Fund- Series 9,Close Ended,Income,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 9 - DIRECT PLAN - GROWTH OPTION,5000,09-Feb-2018,23-Feb-2018,INF760K01IQ8
142373,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Capital Protection Oriented Fund- Series 9,Close Ended,Income,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 9 - DIRECT PLAN - IDCW (Payout/Reinvestment),5000,09-Feb-2018,23-Feb-2018,INF760K01IR6
142372,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Capital Protection Oriented Fund- Series 9,Close Ended,Income,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 9 - REGULAR PLAN - GROWTH OPTION,5000,09-Feb-2018,23-Feb-2018,INF760K01IS4
142371,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Capital Protection Oriented Fund- Series 9,Close Ended,Income,CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 9 - REGULAR PLAN - IDCW (Payout/Reinvestment),5000,09-Feb-2018,23-Feb-2018,INF760K01IT2
143410,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Dual Advantage Fund Series 1,Close Ended,Income,CANARA ROBECO DUAL ADVANTAGE FUND SERIES 1 - DIRECT PLAN - GROWTH OPTION,5000,18-May-2018,01-Jun-2018,INF760K01IU0
143411,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Dual Advantage Fund Series 1,Close Ended,Income,CANARA ROBECO DUAL ADVANTAGE FUND SERIES 1 - DIRECT PLAN - IDCW (Payout/Reinvestment),5000,18-May-2018,01-Jun-2018,INF760K01IV8
143412,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Dual Advantage Fund Series 1,Close Ended,Income,CANARA ROBECO DUAL ADVANTAGE FUND SERIES 1 - REGULAR PLAN - GROWTH OPTION,5000,18-May-2018,01-Jun-2018,INF760K01IW6
143413,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Dual Advantage Fund Series 1,Close Ended,Income,CANARA ROBECO DUAL ADVANTAGE FUND SERIES 1 - REGULAR PLAN - IDCW (Payout/Reinvestment),5000,18-May-2018,01-Jun-2018,INF760K01IX4
145197,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Fixed Maturity Plan Series 8,Close Ended,Income,CANARA ROBECO FMP SERIES 8 - DIRECT PLAN - GROWTH OPTION,5000,08-Oct-2018,11-Oct-2018,INF760K01IY2
145195,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Fixed Maturity Plan Series 8,Close Ended,Income,CANARA ROBECO FMP SERIES 8 - REGULAR PLAN - GROWTH OPTION,5000,08-Oct-2018,11-Oct-2018,INF760K01JA0
145196,32,2,Canara Robeco Asset Management Company Limited,Canara Robeco Fixed Maturity Plan Series 8,Close Ended,Income,CANARA ROBECO FMP SERIES 8 - REGULAR PLAN - IDCW (Payout/Reinvestment),5000,08-Oct-2018,11-Oct-2018,INF760K01JB8
119250,6,1,DSP Investment Managers Private Limited,DSP Top 100 Equity Fund,Open Ended,Equity Scheme - Large Cap Fund,DSP Top 100 Equity Fund - Direct Plan - Growth,Rs. 1000/- & any amount thereafter,10-Feb-2003,21-Feb-2003,INF740K01PR3
119249,6,1,DSP Investment Managers Private Limited,DSP Top 100 Equity Fund,Open Ended,Equity Scheme - Large Cap Fund,DSP Top 100 Equity Fund - Direct Plan - IDCW,Rs. 1000/- & any amount thereafter,10-Feb-2003,21-Feb-2003,INF740K01PS1INF740K01PT9
101635,6,1,DSP Investment Managers Private Limited,DSP Top 100 Equity Fund,Open Ended,Equity Scheme - Large Cap Fund,DSP Top 100 Equity Fund - Regular Plan - Growth,Rs. 1000/- & any amount thereafter,10-Feb-2003,21-Feb-2003,INF740K01243
101636,6,1,DSP Investment Managers Private Limited,DSP Top 100 Equity Fund,Open Ended,Equity Scheme - Large Cap Fund,DSP Top 100 Equity Fund - Regular Plan - IDCW,Rs. 1000/- & any amount thereafter,10-Feb-2003,21-Feb-2003,INF740K01227INF740K01235
119218,6,1,DSP Investment Managers Private Limited,DSP Equity Opportunities Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,DSP Equity Opportunities Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,11-Mar-2000,18-Apr-2000,INF740K01PL6
119219,6,1,DSP Investment Managers Private Limited,DSP Equity Opportunities Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,DSP Equity Opportunities Fund - Direct Plan - IDCW,Rs. 1000/  and any amount thereafter,11-Mar-2000,18-Apr-2000,INF740K01PM4INF740K01PN2
103819,6,1,DSP Investment Managers Private Limited,DSP Equity Opportunities Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,DSP Equity Opportunities Fund-Regular Plan - Growth,Rs. 1000/  and any amount thereafter,11-Mar-2000,18-Apr-2000,INF740K01094
103820,6,1,DSP Investment Managers Private Limited,DSP Equity Opportunities Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,DSP Equity Opportunities Fund-Regular Plan - IDCW,Rs. 1000/  and any amount thereafter,11-Mar-2000,18-Apr-2000,INF740K01078INF740K01086
119071,6,1,DSP Investment Managers Private Limited,DSP Midcap Fund - Regular Plan,Open Ended,Equity Scheme - Mid Cap Fund,DSP Midcap Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,29-Sep-2006,18-Oct-2006,INF740K01PX1
119070,6,1,DSP Investment Managers Private Limited,DSP Midcap Fund - Regular Plan,Open Ended,Equity Scheme - Mid Cap Fund,DSP Midcap Fund - Direct Plan - IDCW,Rs. 1000/  and any amount thereafter,29-Sep-2006,18-Oct-2006,INF740K01PY9INF740K01PZ6
104481,6,1,DSP Investment Managers Private Limited,DSP Midcap Fund - Regular Plan,Open Ended,Equity Scheme - Mid Cap Fund,DSP Midcap Fund - Regular Plan - Growth,Rs. 1000/  and any amount thereafter,29-Sep-2006,18-Oct-2006,INF740K01128
104482,6,1,DSP Investment Managers Private Limited,DSP Midcap Fund - Regular Plan,Open Ended,Equity Scheme - Mid Cap Fund,DSP Midcap Fund - Regular Plan - IDCW,Rs. 1000/  and any amount thereafter,29-Sep-2006,18-Oct-2006,INF740K01102INF740K01110
119212,6,1,DSP Investment Managers Private Limited,DSP Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,DSP Small Cap Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,04-May-2007,25-May-2007,INF740K01QD1
119213,6,1,DSP Investment Managers Private Limited,DSP Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,DSP Small Cap Fund - Direct Plan - IDCW,Rs. 1000/  and any amount thereafter,04-May-2007,25-May-2007,INF740K01QE9INF740K01QF6
105989,6,1,DSP Investment Managers Private Limited,DSP Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,DSP Small Cap Fund - Regular - Growth,Rs. 1000/  and any amount thereafter,04-May-2007,25-May-2007,INF740K01797
113153,6,1,DSP Investment Managers Private Limited,DSP Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,DSP Small Cap Fund - Regular - IDCW,Rs. 1000/  and any amount thereafter,04-May-2007,25-May-2007,INF740K01805INF740K01AM6
148595,6,1,DSP Investment Managers Private Limited,DSP Value Fund,Open Ended,Equity Scheme - Value Fund,DSP Value Fund - Direct Plan - Growth,Rs. 500/  and any amount thereafter.,20-Nov-2020,04-Dec-2020,INF740KA1PP3
148596,6,1,DSP Investment Managers Private Limited,DSP Value Fund,Open Ended,Equity Scheme - Value Fund,DSP Value Fund - Direct Plan - IDCW,Rs. 500/  and any amount thereafter.,20-Nov-2020,04-Dec-2020,INF740KA1PQ1INF740KA1PR9
148594,6,1,DSP Investment Managers Private Limited,DSP Value Fund,Open Ended,Equity Scheme - Value Fund,DSP Value Fund - Regular Plan - Growth,Rs. 500/  and any amount thereafter.,20-Nov-2020,04-Dec-2020,INF740KA1PM0
148597,6,1,DSP Investment Managers Private Limited,DSP Value Fund,Open Ended,Equity Scheme - Value Fund,DSP Value Fund - Regular Plan - IDCW,Rs. 500/  and any amount thereafter.,20-Nov-2020,04-Dec-2020,INF740KA1PN8INF740KA1PO6
145454,6,1,DSP Investment Managers Private Limited,DSP Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Healthcare Fund - Direct Plan - Growth,Rs. 500/  and any amount thereafter.,12-Nov-2018,26-Nov-2018,INF740KA1LG1
145455,6,1,DSP Investment Managers Private Limited,DSP Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Healthcare Fund - Direct Plan - IDCW,Rs. 500/  and any amount thereafter.,12-Nov-2018,26-Nov-2018,INF740KA1LH9INF740KA1LI7
145456,6,1,DSP Investment Managers Private Limited,DSP Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Healthcare Fund - Regular Plan - Growth,Rs. 500/  and any amount thereafter.,12-Nov-2018,26-Nov-2018,INF740KA1LD8
145453,6,1,DSP Investment Managers Private Limited,DSP Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Healthcare Fund - Regular Plan - IDCW,Rs. 500/  and any amount thereafter.,12-Nov-2018,26-Nov-2018,INF740KA1LE6INF740KA1LF3
119247,6,1,DSP Investment Managers Private Limited,DSP India T.I.G.E.R. Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP India T.I.G.E.R. Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,27-Apr-2004,25-May-2004,INF740K01PU7
119248,6,1,DSP Investment Managers Private Limited,DSP India T.I.G.E.R. Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP India T.I.G.E.R. Fund - Direct Plan - IDCW,Rs. 1000/  and any amount thereafter,27-Apr-2004,25-May-2004,INF740K01PV5INF740K01PW3
102434,6,1,DSP Investment Managers Private Limited,DSP India T.I.G.E.R. Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP India T.I.G.E.R. Fund - Regular Plan - Growth,Rs. 1000/  and any amount thereafter,27-Apr-2004,25-May-2004,INF740K01151
102435,6,1,DSP Investment Managers Private Limited,DSP India T.I.G.E.R. Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP India T.I.G.E.R. Fund - Regular Plan - IDCW,Rs. 1000/  and any amount thereafter,27-Apr-2004,25-May-2004,INF740K01136INF740K01144
119028,6,1,DSP Investment Managers Private Limited,DSP Natural Resources And New Energy Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,DSP Natural Resources and New Energy Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,03-Mar-2008,27-Mar-2008,INF740K01QA7
